인증기업목록,,,,,,,,
,,,,,,,,
분류명,업체명,전화번호,기업주소,,,,,
[241] 페인트,(주)그린글로벌,041-417-7767,충청남도 천안시 동남구 동면 충절로 2056,,,,,
[257] 인조 잔디 및 인조 잔디 구성 부품,(주)그린메이커,02-6095-1501,서울특별시 구로구 공원로 3 201호,,,,,
[724] 생분해성 수지 제품,(주)그린바이오,031-217-8968,"광주광역시 북구 첨단과기로 333, 벤처지원센터 201호(대촌동, 광주테크노파크)",,,,,
[257] 인조 잔디 및 인조 잔디 구성 부품,(주)그린에셀,031-5183-9696,"경기도 화성시 동탄기흥로 570-6, 719호(영천동, 골든아이타워)",,,,,
[241] 페인트,(주)그린에어존,02-3443-0088,"서울특별시 강남구 학동로 423, 408호 (청담동, 청우빌딩)",,,,,
[724] 생분해성 수지 제품,(주)그린에이드,031-352-1566,경기도 화성시 양감면 정문송산로93번길 10-55,,,,,
[727] 바이오매스 합성수지 제품,(주)그린에이드,031-352-1566,경기도 화성시 양감면 정문송산로93번길 10-55,,,,,
[745] 블록·타일·판재류,(주)그린에코텍,031-958-2511,경기도 파주시 파평면 파산서원길 307-47,,,,,
[726] 목재.합성수지 복합 성형 제품,(주)그린우드,063-546-3401,전라북도 김제시 서흥공단1길 101(흥사동),,,,,
[724] 생분해성 수지 제품,(주)그린케미칼,031-632-9152,경기도 이천시 모가면 군들로 121-70,,,,,
[321] 화장지,(주)그린케이산업,062-374-3992,광주광역시 서구 눌재로 320,,,,,
[245] 투수 콘크리트 제품,(주)그린콘크리트,051-508-6711,부산광역시 금정구 청룡예전로 34 (청룡동),,,,,
[745] 블록·타일·판재류,(주)그린콘크리트,051-508-6711,부산광역시 금정구 청룡예전로 34 (청룡동),,,,,
[766] 종량제 쓰레기 봉투,(주)그린특수산업,061-471-0051,전라남도 영암군 군서면 군서공단로 41,,,,,
[721] 합성수지 제품,(주)그린파이프,063-433-8016,전라북도 진안군 진안읍 거북바위로3길 15-6,,,,,
[727] 바이오매스 합성수지 제품,(주)그린팩코리아,031-378-6316,경기도 화성시 정남면 보통내길 58,,,,,
[225] 수도 계량기,(주)그린플로우,031-459-0674,경기도 군포시 산본로54번안길 4 (당정동),,,,,
[742] 주물용 동 합금,(주)그린플로우,031-459-0674,경기도 군포시 산본로54번안길 4 (당정동),,,,,
[743] 무기성 토목·건축 자재,(주)그린환경,063-536-5541,전라북도 정읍시 덕천면 천월길 167,,,,,
[746] 골재 및 미분말,(주)그린환경,063-536-5541,전라북도 정읍시 덕천면 천월길 167,,,,,
[250] 창호 및 창호부속품,(주)극동,054-334-9192,경상북도 영천시 도남공단3길 28-28 (도남동),,,,,
[746] 골재 및 미분말,(주)근원알씨,054-761-1475,경상북도 경주시 안강읍 두류길 178-12 (주)근원알씨,,,,,
[221] 수도꼭지,(주)글로벌에스티,070-7731-4887,경기도 김포시 통진읍 고정1로 68,,,,,
[246] 실내용 바닥 장식재,(주)글로벌오토트레이딩,055-343-9444,경상남도 김해시 진례면 고모로526번길 31-31,,,,,
[743] 무기성 토목·건축 자재,(주)글로벌환경,063-545-0818,전라북도 김제시 용지면 신리길 321-18,,,,,
[727] 바이오매스 합성수지 제품,(주)글로제닉,031-543-8117,경기도 포천시 군내면 용정경제로1길 72,,,,,
[177] 학생용 책상 및 의자,(주)금강교구,061-331-8645,전라남도 나주시 남평읍 풍림남석길 55-60,,,,,
[210] LED 등기구,(주)금강라이팅,02-6225-1155,"서울특별시 노원구 월계로45길 28, 7층 2호(월계동, 월계야파트형공장)",,,,,
[172] 가구,(주)금강모빌랙,031-798-5407,경기도 광주시 목동길36번길 57,,,,,
[743] 무기성 토목·건축 자재,(주)금강아스콘,055-367-4100,경상남도 양산시 유산공단10길 60-27 (유산동),,,,,
[746] 골재 및 미분말,(주)금강알앤에이,032-584-8450,"인천광역시 서구 봉수대로 272, 2,3층(석남동)",,,,,
[210] LED 등기구,(주)금강에너텍,031-355-0058,경기도 시흥시 엠티브이25로20번길 41 (정왕동),,,,,
[724] 생분해성 수지 제품,(주)금강종합산업,031-668-8001,경기도 평택시 산단로121번길 173 (모곡동),,,,,
[766] 종량제 쓰레기 봉투,(주)금강종합산업,031-668-8001,경기도 평택시 산단로121번길 173 (모곡동),,,,,
[745] 블록·타일·판재류,(주)금강피씨,063-453-0702,"전라북도 군산시 서수면 서라로 245, 1층",,,,,
[722] 고무제품,(주)금강피씨씨,02-445-1614,충청남도 천안시 서북구 성환읍 각금3길 41,,,,,
[210] LED 등기구,(주)금경라이팅,051-747-1041,부산광역시 기장군 정관면 산단6로 12-6,,,,,
[210] LED 등기구,(주)금빛,032-670-3164,경기도 부천시 산업로104번길 14(오정동),,,,,
[743] 무기성 토목·건축 자재,(주)금산씨알에이,063-544-0702,전라북도 김제시 금산면 금평로 281-177,,,,,
[210] LED 등기구,(주)금산엔터프라이즈,032-326-9951,"경기도 부천시 송내대로 388, 203동 401호 405호(약대동,부천테크노파크2단지)",,,,,
[250] 창호 및 창호부속품,(주)금산창호,031-671-5280,"경기도 안성시 대덕면 황충모랭이길 21, 1동",,,,,
[722] 고무제품,(주)금산탄성,055-343-5374,"부산광역시 동래구 석사북로 74, 1층(온천동, 이가빌)",,,,,
[243] 보온·단열재,(주)금성인슈텍,043-882-8081,충청북도 음성군 금왕읍 대금로1278번길 70-8,,,,,
[483] 침대,(주)금성침대,070-5030-5905,경기도 양주시 어하고개로 109-14 (삼숭동),,,,,
[243] 보온·단열재,(주)금성케미칼,063-564-9600,전라북도 고창군 아산면 아산농공단지길 28,,,,,
[727] 바이오매스 합성수지 제품,(주)금성필름,061-323-3236,전라남도 함평군 학교면 동함평산단길 22,,,,,
[304] 업소용 식기세척기용 세제,(주)금성화학,043-853-7103,충청북도 충주시 신니면 용광로 672,,,,,
[250] 창호 및 창호부속품,(주)금영,055-271-0113,경상남도 창원시 마산합포구 진북면 대티3길 85,,,,,
[210] LED 등기구,(주)금영엘이디,055-547-9961,경상남도 창원시 진해구 돌리로 5-10 (석동),,,,,
[241] 페인트,(주)금와이엔씨,031-414-7474,경기도 시흥시 목감3길 3-2 (목감동),,,,,
[721] 합성수지 제품,(주)금중산업,031-764-6778,경기도 광주시 곤지암읍 백고개길 154,,,,,
[242] 벽지,(주)금진,043-278-0921,충청북도 청주시 흥덕구 옥산면 환희길 337,,,,,
[253] 이중 바닥재,(주)금풍화성,031-262-3540,경기도 용인시 기흥구 이현로30번길 45-25 (보정동),,,,,
[743] 무기성 토목·건축 자재,(주)금호산업,061-535-5105,전라남도 해남군 화산면 해남화산로 829,,,,,
[172] 가구,(주)금호창호,051-506-4915,부산광역시 강서구 울만로25번길 103-9 (대저2동),,,,,
[207] 전선케이블,(주)금화전선,043-877-8157,충청북도 음성군 금왕읍 생삼로207번길 159,,,,,
[144] 개인용 컴퓨터,(주)기린,054-556-1600,경상북도 문경시 산양면 경서로 523-8,,,,,
[147] 컴퓨터용 모니터,(주)기린,054-556-1600,경상북도 문경시 산양면 경서로 523-8,,,,,
[251] 접착제,(주)기린산업,031-986-1578,경기도 김포시 양촌읍 황금로273번길 45,,,,,
[221] 수도꼭지,(주)기승금속,02-332-7355,서울특별시 마포구 연남로 92(연남동),,,,,
[222] 샤워헤드 및 수도꼭지 절수 부속,(주)기승금속,02-332-7355,서울특별시 마포구 연남로 92(연남동),,,,,
[321] 화장지,(주)기은씨앤피,053-384-9993,대구광역시 북구 검단공단로 82-11 (검단동),,,,,
[724] 생분해성 수지 제품,(주)기호,031-683-0691,경기도 평택시 현덕면 인광3길 42-14(나),,,,,
[250] 창호 및 창호부속품,(주)긴키테크코리아,02-3158-5765,"경기도 고양시 덕양구 삼송로 12, 310호,311호(원흥동, 반도유스퀘어)",,,,,
[265] 발광다이오드 전광판,(주)김스애드,02-437-9151,서울특별시 중랑구 용마산로 474(망우동),,,,,
[210] LED 등기구,(주)까사룩스,031-944-8248,경기도 파주시 월롱면 용주서원길 9,,,,,
[241] 페인트,(주)꼬레프,031-986-5169,경기도 김포시 양촌읍 황금로323번길 19,,,,,
[210] LED 등기구,(주)나노시스,042-671-1355,충청북도 청주시 흥덕구 강내면 서부로 133,,,,,
[175] 의자,(주)나눔세상,1588-7351,광주광역시 북구 하서로 215,,,,,
[172] 가구,(주)나라엔퍼스,053-383-0070,경상북도 경산시 진량읍 공단7로 147,,,,,
[210] LED 등기구,(주)나로텍,031-298-9931,경기도 화성시 장안면 장안로309번길 9,,,,,
[723] 목재 성형제품,(주)나무나라,033-581-5654,강원도 태백시 계산11길 66 (장성동),,,,,
[250] 창호 및 창호부속품,(주)나비시스템,031-704-0977,경기도 성남시 분당구 돌마로522번길 1 (서현동),,,,,
[241] 페인트,(주)나비티엔씨,031-704-0977,경기도 성남시 분당구 돌마로522번길 1,,,,,
[244] 건설용 방수재,(주)나비티엔씨,031-704-0977,경기도 성남시 분당구 돌마로522번길 1,,,,,
[250] 창호 및 창호부속품,(주)남강,051-923-5326,부산광역시 금정구 개좌로 158-17,,,,,
[250] 창호 및 창호부속품,(주)남경창호건설,053-585-6321,대구광역시 달성군 다사읍 서재본길 72-18,,,,,
[744] 슬래그 가공 제품,(주)남광,061-763-7042,전라남도 광양시 광양읍 예구6길 16,,,,,
[724] 생분해성 수지 제품,(주)남광케미칼,031-543-9551,경기도 포천시 가산면 정금로473번길 13-31,,,,,
[722] 고무제품,(주)남명,054-531-3798,"경상북도 상주시 선상서로 2389-103, 1층 (거동동)",,,,,
[746] 골재 및 미분말,(주)남부G&C,061-337-4504,전라남도 나주시 다도면 다남로 107,,,,,
[746] 골재 및 미분말,(주)남부개발,031-8084-3491,인천광역시 서구 약암로 15 (오류동),,,,,
[250] 창호 및 창호부속품,(주)남선창호산업,061-244-5454,"전라남도 목포시 삼학로 200, 202호(산정동)",,,,,
[221] 수도꼭지,(주)남양비비씨,031-366-8781,경기도 화성시 서신면 해운로 442-10,,,,,
[744] 슬래그 가공 제품,(주)남양산업,055-547-6111,경상남도 하동군 양보면 진양로 356-95 (주)남양산업,,,,,
[248] 벽 및 천장 마감재,(주)남양스톤,031-568-6681,경기도 남양주시 진관로 56-6 (다산동),,,,,
[241] 페인트,(주)남일,051-317-3877,부산광역시 사상구 백양대로 562-11(감전동),,,,,
[721] 합성수지 제품,(주)남정,055-536-2291,부산광역시 강서구 유통단지1로 76 6동 103호(대저2동),,,,,
[743] 무기성 토목·건축 자재,(주)남평산업,055-633-7939,경상남도 거제시 연초면 연하해안로 601-20 -,,,,,
[172] 가구,(주)내일퍼렉스,031-996-0560,경기도 김포시 대곶면 대곶서로 258,,,,,
[727] 바이오매스 합성수지 제품,(주)네고팩,031-356-8355,경기도 화성시 팔탄면 무하로 197,,,,,
[210] LED 등기구,(주)네모엘텍,052-289-8808,울산광역시 울주군 상북면 운문로 5-13,,,,,
[210] LED 등기구,(주)네오스라이트,032-671-9060,"경기도 안양시 동안구 흥안대로 415, 102호 (평촌동, 두산벤처다임)",,,,,
[241] 페인트,(주)네오케미칼,031-997-5237,경기도 김포시 월곶면 고양로117번길 129,,,,,
[172] 가구,(주)네오퍼스,070-4802-7853,경기도 포천시 가산면 정금로255번길 4-29,,,,,
[174] 사무용 칸막이,(주)네오퍼스,070-4802-7853,경기도 포천시 가산면 정금로255번길 4-29,,,,,
[483] 침대,(주)네오퍼스,070-4802-7853,경기도 포천시 가산면 정금로255번길 4-29,,,,,
[257] 인조 잔디 및 인조 잔디 구성 부품,(주)네오필드,070-4235-3505,"부산광역시 강서구 화전산업대로 272-5, 301호(녹산동)",,,,,
[303] 주방용 세제,(주)네이처홀드,02-402-4482,"서울특별시 송파구 중대로 302, 7층(오금동,신대원빌딩)",,,,,
[307] 액상 세탁용 세제,(주)네이처홀드,02-402-4482,"서울특별시 송파구 중대로 302, 7층(오금동,신대원빌딩)",,,,,
[606] 포장재,(주)네이쳐앤휴먼지피,070-4652-6406,"경기도 성남시 분당구 황새울로311번길 14, 801호(서현동, 서현리더스빌딩)",,,,,
[221] 수도꼭지,(주)네토,031-356-4717,경기도 화성시 남양읍 신남서길 62,,,,,
[241] 페인트,(주)넥스켐,051-627-1218,부산광역시 남구 신선로 347 101호 (용당동),,,,,
[721] 합성수지 제품,(주)넥스코,041-852-5901,충청남도 공주시 탄천면 금백로 1270,,,,,
[608] 탈취제,(주)넬바이오텍,031-674-0531,경기도 안성시 삼죽면 덕산공단길 24,,,,,
[241] 페인트,(주)노루페인트,031-467-6064,경기도 안양시 만안구 박달로 351,,,,,
[251] 접착제,(주)노루페인트,031-467-6064,경기도 안양시 만안구 박달로 351,,,,,
[743] 무기성 토목·건축 자재,(주)녹색산업,033-262-9380,강원도 춘천시 동산면 종자리로 560,,,,,
[246] 실내용 바닥 장식재,(주)녹수,041-337-7740,충청남도 예산군 고덕면 삽교평야로 467,,,,,
[724] 생분해성 수지 제품,(주)농협아그로,053-665-6500,대구광역시 달성군 논공읍 논공로69길 25,,,,,
[250] 창호 및 창호부속품,(주)누리,054-451-4079,"경상북도 문경시 신흥로 126, 3층(점촌동)",,,,,
[265] 발광다이오드 전광판,(주)누리나루,031-791-8922,"경기도 하남시 조정대로 45, 에프1023호(풍산동, 미사센텀비즈)",,,,,
[608] 탈취제,(주)누리바이오텍,031-459-9521,"경기도 군포시 당정로60번길 12 (당정동,3층)",,,,,
[209] 일반조명용 LED 램프,(주)누리온,070-7209-2637,경기도 안산시 상록구 팔곡두레길 111(팔곡일동),,,,,
[210] LED 등기구,(주)누리온,070-7209-2637,경기도 안산시 상록구 팔곡두레길 111(팔곡일동),,,,,
[304] 업소용 식기세척기용 세제,(주)누마스타,031-767-8237,경기도 광주시 초월읍 장담길 21-80,,,,,
[743] 무기성 토목·건축 자재,(주)누보켐,031-8059-6590,경기도 화성시 향남읍 초록로693번길 3-63,,,,,
[743] 무기성 토목·건축 자재,(주)누보켐검단,032-517-0080,인천광역시 서구 도담로 142 (오류동),,,,,
[745] 블록·타일·판재류,(주)뉴덕흥기업,031-964-6690,경기도 고양시 일산동구 공릉천로 300-30,,,,,
[727] 바이오매스 합성수지 제품,(주)뉴랩,031-632-7402,경기도 이천시 대월면 대평로 548-66,,,,,
[610] 제설제,(주)뉴보텍,033-734-6001,강원도 원주시 태장공단길 42-6 (태장동),,,,,
[304] 업소용 식기세척기용 세제,(주)뉴세제코리아,054-975-7707,경상북도 칠곡군 지천면 신동로 95-23,,,,,
[302] 세탁용 세제,(주)뉴신영,051-418-0677,부산광역시 영도구 감지길 13 (동삼동),,,,,
[303] 주방용 세제,(주)뉴신영,051-418-0677,부산광역시 영도구 감지길 13 (동삼동),,,,,
[309] 화장비누,(주)뉴신영,051-418-0677,부산광역시 영도구 감지길 13 (동삼동),,,,,
[172] 가구,(주)뉴퍼스,031-364-8383,경기도 화성시 서신면 전곡산단로 174-14,,,,,
[765] 소화기,(주)뉴퍼펙트,031-435-9119,"경기도 시흥시 공단1대로259번길 47, 시화공단 3나 104-1호 (정왕동)",,,,,
[746] 골재 및 미분말,(주)느티나무,041-662-1594,충청남도 서산시 고북면 고수관로 17-7,,,,,
[766] 종량제 쓰레기 봉투,(주)늘빛,031-871-2063,경기도 양주시 광적면 부흥로231번길 127,,,,,
[144] 개인용 컴퓨터,(주)다나와컴퓨터,070-4667-6310,"경기도 안양시 동안구 엘에스로91번길 34 (호계동,(주)다나와빌딩)",,,,,
[147] 컴퓨터용 모니터,(주)다나와컴퓨터,070-4667-6310,"경기도 안양시 동안구 엘에스로91번길 34 (호계동,(주)다나와빌딩)",,,,,
